Timestamp,Country,Current online courses,Preffered online courses,Enjoy online,Motivated online,Satisfied online,Engaging online,Distracted online,Actions online,Enjoy offline,Motivated offline,Satisfied offline,Engaging offline,Distracted offline,Actions online,Preferred course
5/21/2020 16:55:06,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,3,4,5,3,2,5,5,5,5,2,3,In-person Courses
5/21/2020 16:55:54,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,2,3,3,5,2,4,4,4,4,4,1,In-person Courses
5/21/2020 17:13:56,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,2,4,3,5,4,5,5,4,4,2,2,In-person Courses
5/21/2020 17:15:35,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,4,4,5,5,5,5,5,5,2,5,In-person Courses
5/21/2020 17:29:42,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,4,2,4,5,1,5,4,5,5,1,5,In-person Courses
5/21/2020 17:42:15,Australia,Recorded Lectures,Recorded Lectures/Videos,3,2,4,4,5,4,4,4,3,3,2,4,In-person Courses
5/21/2020 17:45:25,Australia,Recorded Lectures,Recorded Lectures/Videos,3,2,3,3,5,2,5,5,4,4,3,3,In-person Courses
5/21/2020 17:48:24,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,4,2,4,4,3,4,3,3,Online Courses
5/21/2020 17:48:31,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,2,3,4,5,5,5,4,2,4,In-person Courses
5/21/2020 17:52:30,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,3,2,1,4,3,5,4,4,3,3,5,In-person Courses
5/21/2020 17:56:50,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,4,4,5,2,4,4,4,4,1,4,In-person Courses
5/21/2020 18:15:05,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,3,4,4,4,4,4,4,3,4,In-person Courses
5/21/2020 18:15:08,Australia,Recorded Lectures,Recorded Lectures/Videos,4,3,2,2,4,3,4,4,3,3,2,5,Online Courses
5/21/2020 18:16:10,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,3,5,2,3,4,4,4,4,2,4,In-person Courses
5/21/2020 18:30:35,Australia,Recorded Lectures,Uploaded or emailed Materials,5,4,4,4,2,2,4,4,4,4,4,4,Online Courses
5/21/2020 18:33:27,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,4,4,4,5,3,4,4,5,5,2,4,In-person Courses
5/21/2020 18:33:51,Australia,Recorded Lectures,Recorded Lectures/Videos,3,2,4,4,4,2,5,4,4,4,2,3,In-person Courses
5/21/2020 18:41:19,Australia,Recorded Lectures,Recorded Lectures/Videos,3,2,4,3,4,5,5,5,5,5,4,5,In-person Courses
5/21/2020 18:42:50,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,3,3,4,1,4,4,4,4,2,4,In-person Courses
5/21/2020 18:52:01,Australia,Recorded Lectures,Uploaded or emailed Materials,4,4,2,2,5,2,4,4,2,2,4,4,Online Courses
5/21/2020 18:52:55,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,3,3,4,1,5,4,4,5,3,4,In-person Courses
5/21/2020 18:53:03,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,3,4,4,3,5,4,4,4,3,3,In-person Courses
5/21/2020 18:59:15,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,4,2,4,4,4,4,4,2,In-person Courses
5/21/2020 19:00:20,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,3,4,4,2,4,4,3,4,4,4,2,In-person Courses
5/21/2020 19:08:39,Australia,Recorded Lectures,Recorded Lectures/Videos,4,5,4,4,2,4,5,4,5,4,2,4,In-person Courses
5/21/2020 19:10:15,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,3,3,4,5,2,5,4,5,5,2,2,In-person Courses
5/21/2020 19:26:35,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,4,3,4,4,3,4,4,4,4,3,4,In-person Courses
5/21/2020 19:28:29,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,2,1,2,4,5,5,4,4,3,4,5,In-person Courses
5/21/2020 19:30:46,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,3,3,4,4,3,3,4,3,3,3,In-person Courses
5/21/2020 19:37:23,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,3,3,4,2,4,4,4,3,4,2,Online Courses
5/21/2020 19:43:03,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,3,3,2,4,4,4,3,4,4,1,Online Courses
5/21/2020 19:43:40,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,4,3,5,2,3,4,4,4,2,5,In-person Courses
5/21/2020 19:44:21,Australia,Recorded Lectures,Recorded Lectures/Videos,4,2,4,4,5,2,4,4,4,5,3,2,Online Courses
5/21/2020 19:51:00,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,4,4,4,4,5,4,4,4,1,4,In-person Courses
5/21/2020 19:55:24,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,2,2,3,2,4,4,3,3,4,3,In-person Courses
5/21/2020 19:56:40,Australia,Recorded Lectures,Discussion forums/chats,2,2,2,4,5,3,4,2,4,5,2,5,In-person Courses
5/21/2020 20:03:19,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,3,2,5,4,5,4,5,4,3,4,In-person Courses
5/21/2020 20:23:45,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,4,4,4,3,3,4,4,4,4,3,4,In-person Courses
5/21/2020 20:29:20,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,1,3,5,2,5,4,4,4,3,3,In-person Courses
5/21/2020 20:31:38,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,3,4,4,4,5,4,3,4,4,3,In-person Courses
5/21/2020 20:37:14,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",5,4,4,4,2,5,5,2,5,5,5,5,In-person Courses
5/21/2020 20:43:05,Australia,Recorded Lectures,Recorded Lectures/Videos,1,2,2,3,5,4,5,4,5,5,2,2,In-person Courses
5/21/2020 20:50:42,Australia,Recorded Lectures,Recorded Lectures/Videos,3,1,2,5,5,2,4,4,4,4,4,2,In-person Courses
5/21/2020 20:55:13,Australia,Recorded Lectures,Discussion forums/chats,2,2,4,4,4,4,4,4,4,4,2,5,In-person Courses
5/21/2020 20:56:16,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,1,3,3,5,5,5,5,5,5,1,1,In-person Courses
5/21/2020 20:56:38,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,1,2,2,5,2,5,4,4,4,2,4,In-person Courses
5/21/2020 21:00:27,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,4,3,4,4,4,4,4,4,3,5,In-person Courses
5/21/2020 21:22:41,Australia,Recorded Lectures,Uploaded or emailed Materials,2,2,2,2,5,2,4,4,4,4,3,3,In-person Courses
5/21/2020 21:28:23,Australia,Recorded Lectures,Uploaded or emailed Materials,2,1,3,3,5,1,5,5,4,4,2,5,In-person Courses
5/21/2020 21:31:19,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,4,4,2,4,4,4,4,2,4,In-person Courses
5/21/2020 21:38:28,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,3,3,4,3,4,4,4,4,3,4,In-person Courses
5/21/2020 21:50:04,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,2,5,2,5,5,4,4,3,5,In-person Courses
5/21/2020 21:50:57,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,2,2,2,2,4,4,4,4,2,4,In-person Courses
5/21/2020 21:59:09,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,3,3,5,3,4,4,4,4,3,2,In-person Courses
5/21/2020 22:11:17,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,2,2,2,4,3,4,4,3,4,4,3,In-person Courses
5/21/2020 22:38:42,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,4,4,4,2,4,5,5,4,4,5,Online Courses
5/21/2020 22:42:02,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,4,4,4,4,3,4,5,4,4,2,4,In-person Courses
5/21/2020 22:46:14,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,2,2,5,2,4,4,3,3,3,3,Online Courses
5/21/2020 22:52:35,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,2,2,2,5,2,5,4,4,4,3,4,In-person Courses
5/21/2020 23:00:23,Australia,Recorded Lectures,Recorded Lectures/Videos,1,2,3,4,4,1,5,4,4,4,2,4,In-person Courses
5/21/2020 23:23:46,Australia,Recorded Lectures,Recorded Lectures/Videos,1,3,2,2,5,1,4,4,3,3,3,2,In-person Courses
5/21/2020 23:35:51,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",5,4,3,4,4,3,3,4,4,3,4,4,Online Courses
5/21/2020 23:53:34,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,5,4,4,2,3,4,5,4,5,1,4,Online Courses
5/21/2020 23:56:04,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,4,4,4,4,5,5,4,4,3,4,In-person Courses
5/22/2020 0:24:45,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,3,4,5,2,4,4,3,4,3,4,In-person Courses
5/22/2020 0:42:08,Australia,Recorded Lectures,Recorded Lectures/Videos,2,1,4,3,4,4,5,5,4,5,3,4,In-person Courses
5/22/2020 0:48:58,Australia,Recorded Lectures,Recorded Lectures/Videos,4,2,3,3,5,2,4,4,5,5,4,5,In-person Courses
5/22/2020 1:16:58,Australia,Recorded Lectures,Recorded Lectures/Videos,4,2,3,2,5,1,5,4,5,5,3,2,In-person Courses
5/22/2020 1:55:30,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,4,3,3,3,5,5,3,3,4,5,Online Courses
5/22/2020 2:54:39,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,3,3,4,5,5,4,4,4,2,5,In-person Courses
5/22/2020 3:28:38,Australia,Recorded Lectures,Uploaded or emailed Materials,4,2,4,2,5,2,5,5,4,4,3,4,In-person Courses
5/22/2020 3:32:39,Australia,Recorded Lectures,Discussion forums/chats,3,3,2,2,4,1,4,3,3,3,2,3,In-person Courses
5/22/2020 4:12:43,Australia,Recorded Lectures,Recorded Lectures/Videos,3,2,3,3,5,3,5,4,4,4,4,4,In-person Courses
5/22/2020 4:47:40,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,5,4,5,4,5,5,4,5,2,4,In-person Courses
5/22/2020 4:58:53,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,3,3,4,3,4,4,4,4,2,3,In-person Courses
5/22/2020 6:07:28,Australia,Recorded Lectures,Recorded Lectures/Videos,4,5,4,4,2,4,4,5,3,3,2,3,Online Courses
5/22/2020 6:17:30,Australia,Recorded Lectures,Discussion forums/chats,4,3,4,4,4,4,5,5,4,5,3,4,In-person Courses
5/22/2020 6:54:12,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,2,2,4,4,4,4,3,4,4,2,In-person Courses
5/22/2020 9:19:58,Australia,Recorded Lectures,Recorded Lectures/Videos,4,4,4,3,3,4,4,4,4,4,3,3,In-person Courses
5/22/2020 9:26:57,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,1,3,2,5,4,4,4,4,4,2,4,In-person Courses
5/22/2020 9:33:24,Australia,Recorded Lectures,Recorded Lectures/Videos,2,2,2,2,4,2,5,5,4,5,2,2,In-person Courses
5/22/2020 10:01:55,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,3,2,2,4,3,4,4,4,4,4,3,In-person Courses
5/22/2020 10:36:19,Australia,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,2,4,4,2,4,4,5,5,2,4,In-person Courses
5/21/2020 15:39:39,Australia,Uploaded or emailed Materials,Uploaded or emailed Materials,5,4,4,5,3,4,3,4,4,5,3,4,Online Courses
5/21/2020 17:30:24,Australia,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,1,1,3,5,1,4,4,4,3,3,2,In-person Courses
5/21/2020 18:43:52,Australia,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",4,2,3,4,3,4,4,4,3,3,2,2,Online Courses
5/21/2020 19:26:16,Australia,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,3,3,2,4,3,5,4,5,4,3,5,In-person Courses
5/21/2020 20:55:50,Australia,Uploaded or emailed Materials,Uploaded or emailed Materials,4,4,3,4,2,3,5,4,4,4,1,4,In-person Courses
5/21/2020 22:16:27,Australia,Uploaded or emailed Materials,Uploaded or emailed Materials,4,3,3,3,5,2,4,4,4,3,2,2,In-person Courses
5/21/2020 23:55:15,Australia,Uploaded or emailed Materials,Recorded Lectures/Videos,1,1,1,1,4,3,4,4,4,4,2,4,In-person Courses
5/22/2020 1:58:09,Australia,Uploaded or emailed Materials,Uploaded or emailed Materials,2,2,4,3,4,1,4,4,5,3,3,1,In-person Courses
5/22/2020 5:49:43,Australia,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,2,3,3,5,1,5,5,4,2,1,4,In-person Courses
5/21/2020 14:38:18,South Africa,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,2,2,2,2,1,2,1,1,1,3,1,1,In-person Courses
5/21/2020 14:59:37,South Africa,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,2,4,4,5,1,4,4,4,4,2,4,In-person Courses
5/21/2020 15:40:39,South Africa,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,3,4,4,4,4,5,4,4,4,3,Online Courses
5/22/2020 1:50:50,South Africa,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,1,1,1,5,5,1,5,5,5,5,3,4,In-person Courses
5/21/2020 14:42:55,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,1,3,3,3,2,3,3,3,3,2,1,In-person Courses
5/21/2020 15:02:45,South Africa,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,3,4,5,5,5,4,4,4,3,5,In-person Courses
5/21/2020 15:06:35,South Africa,Recorded Lectures,Uploaded or emailed Materials,3,4,4,3,4,2,5,5,4,5,2,4,In-person Courses
5/21/2020 15:07:19,South Africa,Recorded Lectures,Recorded Lectures/Videos,5,3,3,3,3,1,3,3,4,4,2,2,Online Courses
5/21/2020 15:10:34,South Africa,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,3,3,4,5,4,4,4,3,In-person Courses
5/21/2020 15:15:30,South Africa,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,3,4,2,5,4,4,4,2,3,In-person Courses
5/21/2020 15:21:21,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,3,2,3,4,2,4,4,3,4,2,1,In-person Courses
5/21/2020 15:22:43,South Africa,Recorded Lectures,Recorded Lectures/Videos,2,3,4,4,3,3,5,4,4,5,2,3,In-person Courses
5/21/2020 15:49:59,South Africa,Recorded Lectures,Recorded Lectures/Videos,2,4,2,2,4,2,5,5,4,4,2,2,In-person Courses
5/21/2020 16:18:47,South Africa,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,3,3,4,3,1,4,3,2,3,4,2,Online Courses
5/21/2020 16:36:47,South Africa,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,5,4,4,4,4,4,3,3,In-person Courses
5/21/2020 18:13:07,South Africa,Recorded Lectures,Recorded Lectures/Videos,4,2,5,4,4,4,5,4,5,5,2,3,In-person Courses
5/22/2020 3:00:40,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,2,5,5,4,5,5,5,5,5,1,4,In-person Courses
5/22/2020 4:25:18,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,2,4,3,1,4,5,4,5,5,2,3,In-person Courses
5/22/2020 6:26:35,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,3,1,5,5,4,5,5,5,5,3,4,In-person Courses
5/22/2020 7:50:02,South Africa,Recorded Lectures,Recorded Lectures/Videos,3,2,4,4,4,4,5,5,4,4,2,4,In-person Courses
5/22/2020 13:19:57,South Africa,Recorded Lectures,Recorded Lectures/Videos,4,4,2,3,5,2,4,2,3,3,4,1,Online Courses
5/22/2020 14:15:37,South Africa,Recorded Lectures,Recorded Lectures/Videos,5,3,4,4,2,4,4,4,4,4,3,2,In-person Courses
5/21/2020 14:45:57,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,4,2,3,2,5,5,3,4,4,3,3,In-person Courses
5/21/2020 15:02:35,South Africa,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",1,2,2,2,4,3,4,4,4,4,2,4,In-person Courses
5/21/2020 15:14:17,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,2,4,2,5,1,4,4,4,4,2,2,In-person Courses
5/21/2020 15:44:33,South Africa,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,2,4,4,4,5,4,5,4,5,3,5,In-person Courses
5/21/2020 16:03:06,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,3,3,4,3,2,4,4,4,3,4,3,3,In-person Courses
5/21/2020 16:11:48,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,3,3,4,4,3,2,5,4,3,4,4,1,In-person Courses
5/21/2020 16:15:19,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,1,2,4,3,3,3,5,5,5,4,4,3,In-person Courses
5/21/2020 16:18:48,South Africa,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,4,1,3,4,2,4,4,4,4,2,3,In-person Courses
5/21/2020 17:43:33,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,3,4,2,2,2,2,4,4,4,4,4,Online Courses
5/22/2020 1:38:44,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,4,3,3,4,1,4,4,4,4,3,1,In-person Courses
5/22/2020 1:50:34,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,5,2,1,4,1,4,3,4,3,5,4,Online Courses
5/22/2020 2:41:17,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,2,2,2,2,4,2,4,4,3,4,2,3,In-person Courses
5/22/2020 3:22:56,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,3,4,2,3,3,2,5,5,4,5,1,2,In-person Courses
5/22/2020 3:25:34,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,4,4,3,4,5,2,5,4,5,5,4,3,In-person Courses
5/22/2020 5:04:04,South Africa,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,2,2,2,4,1,4,4,4,4,3,4,In-person Courses
5/22/2020 8:03:30,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,2,4,3,4,5,4,4,3,4,4,2,1,In-person Courses
5/22/2020 10:27:32,South Africa,Uploaded or emailed Materials,Recorded Lectures/Videos,1,2,2,3,4,2,4,4,3,4,2,3,In-person Courses
5/21/2020 14:39:01,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,1,2,4,2,5,5,3,3,2,5,In-person Courses
5/21/2020 14:39:34,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,5,5,4,5,5,5,5,5,4,4,In-person Courses
5/21/2020 14:39:53,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,4,4,1,4,4,4,4,3,2,In-person Courses
5/21/2020 14:40:04,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,3,3,1,4,2,5,4,4,3,2,4,In-person Courses
5/21/2020 14:41:11,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,3,5,3,3,4,4,4,4,4,2,2,In-person Courses
5/21/2020 14:42:04,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,3,2,5,1,5,4,4,4,2,3,In-person Courses
5/21/2020 14:44:22,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,5,4,4,4,5,5,4,4,4,4,4,4,Online Courses
5/21/2020 14:44:34,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,4,1,2,4,4,3,3,2,3,4,1,In-person Courses
5/21/2020 14:44:55,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,1,1,1,1,3,1,3,3,2,2,2,2,In-person Courses
5/21/2020 14:45:43,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,3,4,4,4,4,4,4,3,5,In-person Courses
5/21/2020 14:49:07,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,1,3,2,5,2,2,2,2,3,5,4,In-person Courses
5/21/2020 14:50:33,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,1,1,4,1,5,4,3,3,2,4,In-person Courses
5/21/2020 14:52:03,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,2,3,3,4,4,5,4,4,4,3,2,In-person Courses
5/21/2020 14:57:29,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",1,2,4,4,4,4,5,4,5,5,2,2,In-person Courses
5/21/2020 14:59:55,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,1,2,2,3,5,2,5,5,4,4,3,4,In-person Courses
5/21/2020 15:00:11,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,4,2,3,2,3,4,4,4,4,3,3,In-person Courses
5/21/2020 15:01:43,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,4,3,5,4,4,4,4,4,4,4,In-person Courses
5/21/2020 15:06:12,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",1,1,1,1,5,1,5,5,5,3,2,1,In-person Courses
5/21/2020 15:11:44,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Discussion forums/chats,4,4,4,4,2,5,5,5,5,5,1,4,In-person Courses
5/21/2020 15:13:21,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,3,4,5,4,5,5,4,3,2,4,In-person Courses
5/21/2020 15:15:39,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,3,4,5,3,5,5,4,5,2,2,In-person Courses
5/21/2020 15:15:44,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,4,3,4,4,4,4,4,3,4,In-person Courses
5/21/2020 15:22:48,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,3,2,4,3,4,4,3,2,4,3,In-person Courses
5/21/2020 15:26:16,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,2,2,4,1,5,5,4,4,3,1,In-person Courses
5/21/2020 15:27:20,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,3,2,2,4,2,4,2,3,4,5,2,In-person Courses
5/21/2020 15:33:08,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,1,4,5,2,4,5,5,5,5,2,5,In-person Courses
5/21/2020 15:34:28,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,2,2,3,3,3,3,3,3,4,2,Online Courses
5/21/2020 15:36:13,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,3,4,4,4,5,4,4,4,3,5,In-person Courses
5/21/2020 15:36:49,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,4,3,4,4,5,5,4,5,5,2,5,In-person Courses
5/21/2020 15:44:13,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,2,4,4,5,4,5,4,4,4,2,4,In-person Courses
5/21/2020 15:48:22,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,4,4,4,4,4,5,5,5,5,4,3,In-person Courses
